scenario,ID,SYEAR,EYEAR,LON,LAT,DIR
igbp-vg-3,US-Los,2000,2008,-89.97920227050781,46.08259963989258,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/US-Los/igbp-vg-3/sim_US-Los_2000_2008.nc
igbp-vg-3,US-AR1,2010,2012,-99.4198989868164,36.426700592041016,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/US-AR1/igbp-vg-3/sim_US-AR1_2010_2012.nc
igbp-vg-3,US-Bkg,2005,2006,-96.83609771728516,44.34519958496094,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/US-Bkg/igbp-vg-3/sim_US-Bkg_2005_2006.nc
igbp-vg-3,CA-SF3,2003,2005,-106.00530242919922,54.09149932861328,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/CA-SF3/igbp-vg-3/sim_CA-SF3_2003_2005.nc
igbp-vg-3,DE-Obe,2008,2014,13.721199989318848,50.786598205566406,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/DE-Obe/igbp-vg-3/sim_DE-Obe_2008_2014.nc
igbp-vg-3,US-Ho1,1996,2004,-68.74009704589844,45.2041015625,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/US-Ho1/igbp-vg-3/sim_US-Ho1_1996_2004.nc
igbp-vg-3,DE-SfN,2013,2014,11.327500343322754,47.80630111694336,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/DE-SfN/igbp-vg-3/sim_DE-SfN_2013_2014.nc
igbp-vg-3,US-Me2,2002,2014,-121.55740356445312,44.452301025390625,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/US-Me2/igbp-vg-3/sim_US-Me2_2002_2014.nc
igbp-vg-3,US-SRG,2009,2014,-110.82759857177734,31.789400100708008,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/US-SRG/igbp-vg-3/sim_US-SRG_2009_2014.nc
igbp-vg-3,AU-Dry,2011,2015,132.37060546875,-15.258700370788574,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/AU-Dry/igbp-vg-3/sim_AU-Dry_2011_2015.nc
igbp-vg-3,CH-Dav,1997,2014,9.855899810791016,46.81529998779297,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/CH-Dav/igbp-vg-3/sim_CH-Dav_1997_2014.nc
igbp-vg-3,FI-Hyy,1996,2014,24.295000076293945,61.8474006652832,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/FI-Hyy/igbp-vg-3/sim_FI-Hyy_1996_2014.nc
igbp-vg-3,US-Goo,2004,2006,-89.87339782714844,34.254600524902344,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/US-Goo/igbp-vg-3/sim_US-Goo_2004_2006.nc
igbp-vg-3,US-MOz,2005,2006,-92.19999694824219,38.74409866333008,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/US-MOz/igbp-vg-3/sim_US-MOz_2005_2006.nc
igbp-vg-3,SD-Dem,2005,2009,30.478300094604492,13.28279972076416,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/SD-Dem/igbp-vg-3/sim_SD-Dem_2005_2009.nc
igbp-vg-3,DK-Sor,1997,2014,11.644599914550781,55.485801696777344,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/DK-Sor/igbp-vg-3/sim_DK-Sor_1997_2014.nc
igbp-vg-3,IT-Cpz,2001,2008,12.376099586486816,41.7052001953125,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/IT-Cpz/igbp-vg-3/sim_IT-Cpz_2001_2008.nc
igbp-vg-3,AU-DaS,2010,2017,131.38800048828125,-14.159199714660645,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/AU-DaS/igbp-vg-3/sim_AU-DaS_2010_2017.nc
igbp-vg-3,BE-Bra,2004,2014,4.520500183105469,51.30910110473633,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/BE-Bra/igbp-vg-3/sim_BE-Bra_2004_2014.nc
igbp-vg-3,US-Me4,1996,2000,-121.62229919433594,44.49909973144531,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/US-Me4/igbp-vg-3/sim_US-Me4_1996_2000.nc
igbp-vg-3,US-AR2,2010,2011,-99.59750366210938,36.63570022583008,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/US-AR2/igbp-vg-3/sim_US-AR2_2010_2011.nc
igbp-vg-3,DE-Seh,2008,2010,6.4496002197265625,50.870601654052734,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/DE-Seh/igbp-vg-3/sim_DE-Seh_2008_2010.nc
igbp-vg-3,US-ARM,2003,2012,-97.48880004882812,36.60580062866211,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/US-ARM/igbp-vg-3/sim_US-ARM_2003_2012.nc
igbp-vg-3,IT-PT1,2003,2004,9.060999870300293,45.200801849365234,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/IT-PT1/igbp-vg-3/sim_IT-PT1_2003_2004.nc
igbp-vg-3,AU-How,2003,2017,131.14990234375,-12.495200157165527,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/AU-How/igbp-vg-3/sim_AU-How_2003_2017.nc
igbp-vg-3,BE-Vie,1997,2014,5.998000144958496,50.30500030517578,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/BE-Vie/igbp-vg-3/sim_BE-Vie_1997_2014.nc
igbp-vg-3,AU-Lit,2016,2017,130.79440307617188,-13.178999900817871,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/AU-Lit/igbp-vg-3/sim_AU-Lit_2016_2017.nc
igbp-vg-3,IT-SR2,2013,2014,10.290900230407715,43.731998443603516,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/IT-SR2/igbp-vg-3/sim_IT-SR2_2013_2014.nc
igbp-vg-3,FR-Gri,2005,2013,1.9519000053405762,48.844200134277344,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/FR-Gri/igbp-vg-3/sim_FR-Gri_2005_2013.nc
igbp-vg-3,IT-MBo,2003,2012,11.04580020904541,46.01459884643555,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/IT-MBo/igbp-vg-3/sim_IT-MBo_2003_2012.nc
igbp-vg-3,DE-Gri,2004,2014,13.512499809265137,50.94940185546875,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/DE-Gri/igbp-vg-3/sim_DE-Gri_2004_2014.nc
igbp-vg-3,US-Ne3,2002,2012,-96.4395980834961,41.17959976196289,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/US-Ne3/igbp-vg-3/sim_US-Ne3_2002_2012.nc
igbp-vg-3,FI-Lom,2007,2009,24.2091007232666,67.99720001220703,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/FI-Lom/igbp-vg-3/sim_FI-Lom_2007_2009.nc
igbp-vg-3,US-SRM,2004,2014,-110.86589813232422,31.821300506591797,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/US-SRM/igbp-vg-3/sim_US-SRM_2004_2014.nc
igbp-vg-3,ES-LMa,2004,2006,-5.7733001708984375,39.94260025024414,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/ES-LMa/igbp-vg-3/sim_ES-LMa_2004_2006.nc
igbp-vg-3,US-GLE,2009,2014,-106.23979949951172,41.36650085449219,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/US-GLE/igbp-vg-3/sim_US-GLE_2009_2014.nc
igbp-vg-3,FR-LBr,2003,2008,-0.7692000269889832,44.717098236083984,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/FR-LBr/igbp-vg-3/sim_FR-LBr_2003_2008.nc
igbp-vg-3,IE-Dri,2003,2005,-8.751799583435059,51.98659896850586,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/IE-Dri/igbp-vg-3/sim_IE-Dri_2003_2005.nc
igbp-vg-3,US-Ton,2001,2014,-120.96600341796875,38.43149948120117,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/US-Ton/igbp-vg-3/sim_US-Ton_2001_2014.nc
igbp-vg-3,US-Syv,2002,2008,-89.34770202636719,46.242000579833984,/share/home/dq013/zhwei/OpenBench/20250120/data/simulation/single_point_test/US-Syv/igbp-vg-3/sim_US-Syv_2002_2008.nc
